2017,12,7,6,29,29.79,0.00,0.07,1.61,281.05
2017,12,7,6,29,29.79,0.00,0.06,1.61,281.05
2017,12,7,6,29,29.61,0.00,0.05,1.61,281.05
2017,12,7,6,29,29.33,0.00,0.04,1.61,281.05
2017,12,7,6,30,29.15,0.00,0.02,1.61,281.05
2017,12,7,6,30,29.15,0.00,0.01,1.61,281.05
2017,12,7,6,30,29.06,0.00,0.01,1.61,281.05
2017,12,7,6,30,29.06,0.00,0.01,1.61,281.05
2017,12,7,6,30,29.06,0.00,0.01,1.61,281.05
2017,12,7,6,30,29.06,0.00,0.01,1.61,281.05
2017,12,7,6,30,29.06,0.00,0.00,1.61,281.05
2017,12,7,6,30,28.96,0.00,0.00,1.61,281.05
2017,12,7,6,30,28.96,0.00,0.00,1.61,281.05
2017,12,7,6,30,28.96,0.00,0.00,1.60,248.83
2017,12,7,6,30,28.96,0.00,0.00,1.60,248.83
2017,12,7,6,30,28.96,0.00,0.00,1.60,248.83
2017,12,7,6,30,28.96,0.00,0.00,1.60,248.83
2017,12,7,6,30,28.96,0.00,0.00,1.60,248.83
2017,12,7,6,31,28.96,0.00,0.00,1.60,248.83
2017,12,7,6,31,28.96,0.00,0.00,1.60,248.83
2017,12,7,6,31,28.96,0.00,0.00,1.60,248.83
2017,12,7,6,31,28.96,0.00,0.00,1.60,248.83
2017,12,7,6,31,28.96,0.00,0.00,1.60,248.83
2017,12,7,6,31,28.96,0.00,0.00,1.61,281.05
2017,12,7,6,31,28.96,0.00,0.00,1.60,248.83
2017,12,7,6,31,28.96,0.00,0.00,1.60,248.83
2017,12,7,6,31,28.96,0.00,0.00,1.60,248.83
2017,12,7,6,31,28.96,0.00,0.00,1.61,281.05
2017,12,7,6,31,29.06,0.00,0.00,1.61,281.05
2017,12,7,6,31,29.06,0.00,0.00,1.61,281.05
2017,12,7,6,31,29.06,0.00,0.00,1.60,248.83
2017,12,7,6,31,29.06,0.00,0.00,1.61,281.05
2017,12,7,6,32,30.16,0.00,0.09,1.61,313.28
2017,12,7,6,32,29.70,0.00,0.06,1.61,313.28
2017,12,7,6,32,29.52,0.00,0.05,1.61,313.28
2017,12,7,6,32,29.52,0.00,0.04,1.61,313.28
2017,12,7,6,32,29.52,0.00,0.04,1.61,313.28
2017,12,7,6,32,29.52,0.00,0.04,1.61,313.28
2017,12,7,6,32,29.52,0.00,0.04,1.61,313.28
2017,12,7,6,32,29.52,0.00,0.04,1.61,313.28
2017,12,7,6,32,29.52,0.00,0.04,1.61,281.05
2017,12,7,6,32,29.52,0.00,0.04,1.61,281.05
2017,12,7,6,32,29.52,0.00,0.04,1.61,281.05
2017,12,7,6,32,29.42,0.00,0.04,1.61,281.05
2017,12,7,6,32,29.24,0.00,0.02,1.61,313.28
2017,12,7,6,32,29.24,0.00,0.02,1.61,313.28
2017,12,7,6,33,29.24,0.00,0.02,1.61,313.28
2017,12,7,6,33,29.33,0.00,0.02,1.61,281.05
2017,12,7,6,33,29.33,0.00,0.03,1.61,281.05
2017,12,7,6,33,29.42,0.00,0.03,1.61,313.28
2017,12,7,6,33,29.42,0.00,0.03,1.61,281.05
2017,12,7,6,33,29.42,0.00,0.03,1.61,281.05
2017,12,7,6,33,29.52,0.00,0.03,1.61,281.05
2017,12,7,6,33,29.52,0.00,0.04,1.61,281.05
2017,12,7,6,33,29.52,0.00,0.04,1.61,313.28
2017,12,7,6,33,29.52,0.00,0.04,1.61,313.28
2017,12,7,6,33,29.52,0.00,0.04,1.61,313.28
2017,12,7,6,33,29.52,0.00,0.04,1.61,313.28
2017,12,7,6,33,29.52,0.00,0.04,1.61,313.28
2017,12,7,6,33,29.52,0.00,0.04,1.61,313.28
2017,12,7,6,34,29.52,0.00,0.04,1.61,313.28
2017,12,7,6,34,29.52,0.00,0.04,1.61,313.28
2017,12,7,6,34,29.52,0.00,0.04,1.61,313.28
2017,12,7,6,34,29.52,0.00,0.04,1.61,313.28
2017,12,7,6,34,29.52,0.00,0.04,1.61,313.28
2017,12,7,6,34,29.52,0.00,0.04,1.61,313.28
2017,12,7,6,34,29.52,0.00,0.04,1.61,313.28
2017,12,7,6,34,29.61,0.00,0.04,1.61,313.28
2017,12,7,6,34,29.61,0.00,0.04,1.61,313.28
2017,12,7,6,34,29.61,0.00,0.04,1.61,313.28
2017,12,7,6,34,29.61,0.00,0.04,1.61,313.28
2017,12,7,6,34,29.61,0.00,0.04,1.61,313.28
2017,12,7,6,34,29.61,0.00,0.04,1.61,313.28
2017,12,7,6,34,29.61,0.00,0.04,1.61,313.28
2017,12,7,6,35,29.61,0.00,0.04,1.61,313.28
2017,12,7,6,35,29.61,0.00,0.05,1.61,345.51
2017,12,7,6,35,29.61,0.00,0.05,1.61,345.51
2017,12,7,6,35,29.61,0.00,0.05,1.61,345.51
2017,12,7,6,35,29.61,0.00,0.05,1.62,377.73
2017,12,7,6,35,29.61,0.00,0.05,1.62,377.73
2017,12,7,6,35,29.61,0.00,0.05,1.62,377.73
2017,12,7,6,35,29.61,0.00,0.05,1.62,377.73
2017,12,7,6,35,29.61,0.00,0.05,1.62,377.73
2017,12,7,6,35,29.70,0.00,0.05,1.62,377.73
2017,12,7,6,35,29.70,0.00,0.05,1.62,377.73
2017,12,7,6,35,29.70,0.00,0.05,1.62,377.73
2017,12,7,6,35,29.70,0.00,0.05,1.62,409.96
2017,12,7,6,35,29.70,0.00,0.05,1.62,442.19
2017,12,7,6,36,29.70,0.00,0.05,1.62,409.96
2017,12,7,6,36,29.70,0.00,0.05,1.62,377.73
2017,12,7,6,36,29.70,0.00,0.05,1.62,377.73
2017,12,7,6,36,29.79,0.00,0.06,1.62,377.73
2017,12,7,6,36,29.79,0.00,0.06,1.62,377.73
2017,12,7,6,36,29.79,0.00,0.06,1.62,377.73
2017,12,7,6,36,29.79,0.00,0.06,1.61,345.51
2017,12,7,6,36,29.79,0.00,0.06,1.61,345.51
2017,12,7,6,36,29.79,0.00,0.06,1.61,345.51
2017,12,7,6,36,29.89,0.00,0.06,1.61,345.51
2017,12,7,6,36,29.89,0.00,0.06,1.61,345.51
2017,12,7,6,36,29.89,0.00,0.06,1.61,345.51
2017,12,7,6,36,29.89,0.00,0.06,1.61,345.51
2017,12,7,6,36,29.89,0.00,0.07,1.61,345.51
2017,12,7,6,37,29.89,0.00,0.07,1.61,345.51
2017,12,7,6,37,29.89,0.00,0.07,1.61,345.51
2017,12,7,6,37,29.89,0.00,0.07,1.61,345.51
2017,12,7,6,37,29.89,0.00,0.07,1.61,345.51
2017,12,7,6,37,29.89,0.00,0.07,1.61,345.51
2017,12,7,6,37,29.89,0.00,0.07,1.62,377.73
2017,12,7,6,37,29.89,0.00,0.07,1.61,345.51
2017,12,7,6,37,29.89,0.00,0.07,1.61,345.51
2017,12,7,6,37,29.89,0.00,0.07,1.61,345.51
2017,12,7,6,37,29.89,0.00,0.07,1.61,345.51
2017,12,7,6,37,29.89,0.00,0.07,1.61,345.51
2017,12,7,6,37,29.98,0.00,0.07,1.61,345.51
2017,12,7,6,37,29.98,0.00,0.07,1.61,345.51
2017,12,7,6,37,29.98,0.00,0.07,1.61,345.51
2017,12,7,6,38,29.98,0.00,0.07,1.61,345.51
2017,12,7,6,38,30.07,0.00,0.07,1.61,345.51
2017,12,7,6,38,30.07,0.00,0.07,1.61,345.51
