2017,12,8,13,35,  0.79        28.96
2017,12,8,13,40,  0.76        28.96
2017,12,8,13,45,  0.77        28.96
2017,12,8,13,50,  0.79        28.96
2017,12,8,13,55,  0.75        28.96
2017,12,8,14,0,  0.75        28.96
2017,12,8,14,5,  0.78        28.96
2017,12,8,14,10,  0.71        28.96
2017,12,8,14,15,  0.73        28.96
2017,12,8,14,20,  0.76        28.96
2017,12,8,14,25,  0.77        28.96
2017,12,8,14,30,  0.77        28.96
2017,12,8,14,35,  0.78        28.96
2017,12,8,14,40,  0.74        28.87
2017,12,8,14,45,  0.75        28.87
2017,12,8,14,50,  0.77        28.87
2017,12,8,14,55,  0.81        28.96
2017,12,8,15,0,  0.81        28.87
2017,12,8,15,5,  0.82        28.87
2017,12,8,15,10,  0.81        28.87
2017,12,8,15,15,  0.82        28.87
2017,12,8,15,20,  0.82        28.87
2017,12,8,15,25,  0.83        28.96
2017,12,8,15,30,  0.82        28.87
2017,12,8,15,35,  0.84        28.87
2017,12,8,15,40,  0.83        28.87
2017,12,8,15,45,  0.84        28.87
2017,12,8,15,50,  0.83        28.87
2017,12,8,15,55,  0.83        28.87
2017,12,8,16,0,  0.82        28.87
2017,12,8,16,5,  0.74        28.87
2017,12,8,16,10,  0.77        28.87
2017,12,8,16,15,  0.79        28.87
2017,12,8,16,20,  0.82        28.87
2017,12,8,16,25,  0.82        28.87
2017,12,8,16,30,  0.83        28.87
2017,12,8,16,35,  0.82        28.87
2017,12,8,16,40,  0.81        28.87
2017,12,8,16,45,  0.84        28.87
2017,12,8,16,50,  0.83        28.87
2017,12,8,16,55,  0.83        28.87
2017,12,8,17,0,  0.84        28.87
2017,12,8,17,5,  0.84        28.87
2017,12,8,17,10,  0.81        28.87
2017,12,8,17,15,  0.83        28.87
2017,12,8,17,20,  0.83        28.87
2017,12,8,17,25,  2.13        28.78
2017,12,8,17,30,  2.39        28.78
2017,12,8,17,35,  2.05        28.87
2017,12,8,17,40,  1.70        28.78
2017,12,8,17,45,  1.45        28.78
2017,12,8,17,50,  1.45        28.87
2017,12,8,17,55,  2.13        28.78
2017,12,8,18,0,  1.70        28.87
2017,12,8,18,5,  1.10        28.87
2017,12,8,18,10,  1.19        28.78
2017,12,8,18,15,  1.02        28.78
2017,12,8,18,20,  1.36        28.78
2017,12,8,18,25,  1.45        28.87
2017,12,8,18,30,  1.27        28.87
2017,12,8,18,35,  1.45        28.78
2017,12,8,18,40,  1.88        28.87
2017,12,8,18,45,  1.88        28.87
2017,12,8,18,50,  1.88        28.87
2017,12,8,18,55,  1.96        28.87
2017,12,8,19,0,  2.39        28.87
2017,12,8,19,5,  2.74        28.96
2017,12,8,19,10,  2.74        28.96
2017,12,8,19,15,  2.74        28.96
2017,12,8,19,20,  2.31        28.96
2017,12,8,19,25,  2.39        28.87
2017,12,8,19,30,  2.65        28.96
2017,12,8,19,35,  2.82        28.87
2017,12,8,19,40,  2.48        28.87
2017,12,8,19,45,  2.56        28.87
2017,12,8,19,50,  3.08        28.87
2017,12,8,19,55,  2.91        28.87
2017,12,8,20,0,  2.74        28.87
2017,12,8,20,5,  2.91        28.87
2017,12,8,20,10,  3.10        28.87
2017,12,8,20,15,  3.59        28.87
2017,12,8,20,20,  4.07        28.87
2017,12,8,20,25,  4.31        28.78
2017,12,8,20,30,  5.03        28.87
2017,12,8,20,35,  5.51        28.87
2017,12,8,20,40,  7.44        28.87
2017,12,8,20,45,  8.17        28.78
2017,12,8,20,50,  8.65        28.78
2017,12,8,20,55,  9.85        28.78
2017,12,8,21,0,  11.06        28.87
2017,12,8,21,5,  11.78        28.78
2017,12,8,21,10,  12.50        28.78
2017,12,8,21,15,  12.99        28.87
2017,12,8,21,20,  13.47        28.78
2017,12,8,21,25,  13.47        28.87
2017,12,8,21,30,  13.71        28.78
2017,12,8,21,35,  14.19        28.78
2017,12,8,21,40,  14.67        28.87
2017,12,8,21,45,  14.91        28.78
2017,12,8,21,50,  15.40        28.87
2017,12,8,21,55,  6.48        28.78
2017,12,8,22,0,  10.82        28.78
2017,12,8,22,5,  11.78        28.69
2017,12,8,22,10,  13.71        28.78
2017,12,8,22,15,  14.19        28.78
2017,12,8,22,20,  14.43        28.78
2017,12,8,22,25,  14.67        28.78
2017,12,8,22,30,  14.91        28.78
2017,12,8,22,35,  15.40        28.69
2017,12,8,22,40,  15.64        28.69
2017,12,8,22,45,  15.88        28.78
2017,12,8,22,50,  15.88        28.78
2017,12,8,22,55,  15.64        28.69
2017,12,8,23,0,  14.19        28.78
2017,12,8,23,5,  15.64        28.69
2017,12,8,23,10,  15.88        28.78
2017,12,8,23,15,  15.64        28.69
2017,12,8,23,20,  15.64        28.69
2017,12,8,23,25,  14.91        28.69
2017,12,8,23,30,  14.91        28.69
2017,12,8,23,35,  13.95        28.69
2017,12,8,23,40,  14.67        28.69
2017,12,8,23,45,  14.43        28.69
2017,12,8,23,50,  13.71        28.69
2017,12,8,23,55,  13.23        28.69
2017,12,9,0,0,  13.23        28.69
2017,12,9,0,5,  12.99        28.69
2017,12,9,0,10,  12.50        28.69
2017,12,9,0,15,  12.50        28.69
2017,12,9,0,20,  12.26        28.69
2017,12,9,0,25,  12.02        28.69
2017,12,9,0,30,  12.02        28.69
2017,12,9,0,35,  12.26        28.69
2017,12,9,0,40,  12.26        28.69
2017,12,9,0,45,  12.26        28.69
2017,12,9,0,50,  12.02        28.69
2017,12,9,0,55,  12.50        28.69
2017,12,9,1,0,  12.50        28.69
2017,12,9,1,5,  12.99        28.69
2017,12,9,1,10,  12.99        28.69
2017,12,9,1,15,  12.99        28.69
2017,12,9,1,20,  12.75        28.69
2017,12,9,1,25,  12.26        28.69
2017,12,9,1,30,  11.78        28.69
2017,12,9,1,35,  10.33        28.60
2017,12,9,1,40,  10.82        28.69
2017,12,9,1,45,  11.54        28.69
2017,12,9,1,50,  11.30        28.69
2017,12,9,1,55,  11.06        28.69
2017,12,9,2,0,  2.48        28.60
2017,12,9,2,5,  5.03        28.60
2017,12,9,2,10,  2.48        28.60
2017,12,9,2,15,  2.91        28.69
2017,12,9,2,20,  1.10        28.60
2017,12,9,2,25,  3.59        28.60
2017,12,9,2,30,  4.31        28.69
2017,12,9,2,35,  4.31        28.60
2017,12,9,2,40,  4.79        28.69
2017,12,9,2,45,  5.27        28.69
2017,12,9,2,50,  5.03        28.69
2017,12,9,2,55,  5.27        28.69
2017,12,9,3,0,  6.48        28.69
2017,12,9,3,5,  5.03        28.69
2017,12,9,3,10,  6.00        28.69
2017,12,9,3,15,  1.96        28.69
2017,12,9,3,20,  4.07        28.69
2017,12,9,3,25,  2.39        28.69
2017,12,9,3,30,  3.08        28.69
2017,12,9,3,35,  2.56        28.78
2017,12,9,3,40,  2.74        28.78
2017,12,9,3,45,  2.65        28.78
2017,12,9,3,50,  1.45        28.78
2017,12,9,3,55,  2.91        28.78
2017,12,9,4,0,  3.10        28.78
2017,12,9,4,5,  2.86        28.78
2017,12,9,4,10,  1.96        28.78
2017,12,9,4,15,  0.79        28.78
2017,12,9,4,20,  0.81        28.78
2017,12,9,4,25,  1.19        28.78
2017,12,9,4,30,  0.77        28.78
2017,12,9,4,35,  0.83        28.78
2017,12,9,4,40,  0.80        28.87
2017,12,9,4,45,  0.80        28.87
2017,12,9,4,50,  0.93        28.87
2017,12,9,4,55,  1.70        28.87
2017,12,9,5,0,  2.22        28.96
2017,12,9,5,5,  2.22        28.87
2017,12,9,5,10,  2.48        28.96
2017,12,9,5,15,  0.84        28.96
2017,12,9,5,20,  0.82        28.96
2017,12,9,5,25,  0.84        28.96
2017,12,9,5,30,  0.93        28.96
2017,12,9,5,35,  0.81        28.96
2017,12,9,5,40,  1.53        28.96
2017,12,9,5,45,  2.65        28.96
2017,12,9,5,50,  3.83        28.96
2017,12,9,5,55,  2.39        28.87
2017,12,9,6,0,  3.08        29.33
2017,12,9,6,5,  2.91        29.15
2017,12,9,6,10,  3.83        28.96
2017,12,9,6,15,  6.00        28.96
2017,12,9,6,20,  5.27        29.42
2017,12,9,6,25,  1.62        29.61
2017,12,9,6,30,  6.24        29.52
2017,12,9,6,35,  3.59        29.52
2017,12,9,6,40,  2.48        29.79
2017,12,9,6,45,  2.99        29.70
2017,12,9,6,50,  1.10        30.07
2017,12,9,6,55,  2.65        29.52
2017,12,9,7,0,  2.05        30.16
2017,12,9,7,5,  2.05        30.16
2017,12,9,7,10,  4.55        30.35
2017,12,9,7,15,  2.86        30.35
2017,12,9,7,20,  4.79        30.26
2017,12,9,7,25,  3.59        29.79
2017,12,9,7,30,  7.44        30.35
2017,12,9,7,35,  7.68        30.16
2017,12,9,7,40,  7.20        30.16
2017,12,9,7,45,  8.17        30.26
2017,12,9,7,50,  2.82        30.26
2017,12,9,7,55,  6.48        30.35
2017,12,9,8,0,  8.17        30.07
2017,12,9,8,5,  3.59        29.79
2017,12,9,8,10,  6.72        30.35
2017,12,9,8,15,  6.24        30.26
2017,12,9,8,20,  8.89        30.07
2017,12,9,8,25,  8.65        30.35
2017,12,9,8,30,  9.37        29.98
2017,12,9,8,35,  10.33        30.07
2017,12,9,8,40,  10.58        29.98
2017,12,9,8,45,  12.75        29.89
2017,12,9,8,50,  10.82        29.70
2017,12,9,8,55,  4.07        29.52
2017,12,9,9,0,  11.78        29.52
2017,12,9,9,5,  9.37        29.33
2017,12,9,9,10,  10.09        29.33
2017,12,9,9,15,  9.61        29.33
2017,12,9,9,20,  8.65        29.24
2017,12,9,9,25,  9.37        29.33
2017,12,9,9,30,  8.17        29.33
