mini_date,mini_time,mini_BV,mini_T,mini_DO,mini_Q,,,,,,
08/12/2017,1:37,3.52,28.196,3.021,1.003,,,,,,
08/12/2017,1:47,3.52,28.256,3.099,1.003,,,,,,
08/12/2017,1:57,3.52,28.256,3.103,1.002,,,,,,
08/12/2017,2:07,3.51,28.247,3.107,1.002,,,,,,
08/12/2017,2:17,3.51,28.239,3.197,1.002,,,,,,
08/12/2017,2:27,3.52,28.247,3.109,1.002,,,,,,
08/12/2017,2:37,3.52,28.239,3.157,1.002,,,,,,
08/12/2017,2:47,3.52,28.29,3.083,1.001,,,,,,
08/12/2017,2:57,3.52,28.273,3.177,1.002,,,,,,
08/12/2017,3:07,3.52,28.29,3.195,1.002,,,,,,
08/12/2017,3:17,3.52,28.315,3.28,1.002,,,,,,
08/12/2017,3:27,3.52,28.333,3.247,1.002,,,,,,
08/12/2017,3:37,3.52,28.324,3.456,1.001,,,,,,
08/12/2017,3:47,3.52,28.375,3.331,1.001,,,,,,
08/12/2017,3:57,3.52,28.392,3.187,1.001,,,,,,
08/12/2017,4:07,3.52,28.41,2.928,1.002,,,,,,
08/12/2017,4:17,3.51,28.452,3.056,1.002,,,,,,
08/12/2017,4:27,3.51,28.444,3.16,1,,,,,,
08/12/2017,4:37,3.52,28.401,2.993,1.003,,,,,,
08/12/2017,4:47,3.51,28.469,3.069,1.002,,,,,,
08/12/2017,4:57,3.52,28.41,3.067,1,,,,,,
08/12/2017,5:07,3.52,28.487,2.861,1.001,,,,,,
08/12/2017,5:17,3.52,29.121,3.588,1.002,,,,,,
08/12/2017,5:27,3.52,29.327,3.435,1.001,,,,,,
08/12/2017,5:37,3.52,29.121,3.045,1.001,,,,,,
08/12/2017,5:47,3.52,29.061,3.101,1.002,,,,,,
08/12/2017,5:57,3.52,29.129,3.204,1.002,,,,,,
08/12/2017,6:07,3.51,29.138,3.204,1.003,,,,,,
08/12/2017,6:17,3.52,29.087,3.246,1.002,,,,,,
08/12/2017,6:27,3.52,28.778,2.841,1.002,,,,,,
08/12/2017,6:37,3.52,28.769,2.874,1.002,,,,,,
08/12/2017,6:47,3.52,28.735,3.238,1.001,,,,,,
08/12/2017,6:57,3.52,28.726,3.012,1.001,,,,,,
08/12/2017,7:07,3.52,28.683,2.906,1.002,,,,,,
08/12/2017,7:17,3.52,28.812,2.89,1.002,,,,,,
08/12/2017,7:27,3.52,28.786,2.874,1.002,,,,,,
08/12/2017,7:37,3.52,28.769,3.11,1.002,,,,,,
08/12/2017,7:47,3.52,28.812,2.905,1.002,,,,,,
08/12/2017,7:57,3.52,28.778,2.945,1.002,,,,,,
08/12/2017,8:07,3.52,28.803,3.077,1.002,,,,,,
08/12/2017,8:17,3.52,29.018,3.054,1.002,,,,,,
08/12/2017,8:27,3.52,29.19,2.861,1.003,,,,,,
08/12/2017,8:37,3.51,29.095,2.91,1.002,,,,,,
08/12/2017,8:47,3.52,29.147,3.057,1.002,,,,,,
08/12/2017,8:57,3.52,29.258,3.036,1.003,,,,,,
08/12/2017,9:07,3.52,29.258,2.967,1.002,,,,,,
08/12/2017,9:17,3.52,29.164,3.217,1.001,,,,,,
08/12/2017,9:27,3.52,29.044,3.371,1.002,,,,,,
08/12/2017,9:37,3.52,29.044,3.309,1.001,,,,,,
08/12/2017,9:47,3.52,29.052,3.334,1.002,,,,,,
08/12/2017,9:57,3.52,29.087,3.408,1.002,,,,,,
08/12/2017,10:07,3.52,29.138,3.332,1.001,,,,,,
08/12/2017,10:17,3.52,29.112,3.19,1.002,,,,,,
08/12/2017,10:27,3.52,29.164,3.353,1,,,,,,
08/12/2017,10:37,3.52,29.155,3.263,1.002,,,,,,
08/12/2017,10:47,3.52,29.129,3.184,1.002,,,,,,
08/12/2017,10:57,3.52,29.112,3.214,1.003,,,,,,
08/12/2017,11:07,3.52,29.087,3.151,1.002,,,,,,
08/12/2017,11:17,3.52,29.069,3.129,1.001,,,,,,
08/12/2017,11:27,3.52,29.052,3.107,1.002,,,,,,
08/12/2017,11:37,3.52,29.035,3.06,1.002,,,,,,
08/12/2017,11:47,3.52,29.009,3.359,1.002,,,,,,
08/12/2017,11:57,3.52,29.001,3.386,1.001,,,,,,
08/12/2017,12:07,3.52,28.992,3.258,1.001,,,,,,
08/12/2017,12:17,3.52,28.975,3.418,1.002,,,,,,
08/12/2017,12:27,3.52,28.984,3.131,1.002,,,,,,
08/12/2017,12:37,3.52,28.958,3.372,1.001,,,,,,
08/12/2017,12:47,3.52,28.949,3.43,1.001,,,,,,
08/12/2017,12:57,3.52,28.923,3.324,1.001,,,,,,
08/12/2017,13:07,3.52,28.923,3.134,1.001,,,,,,
08/12/2017,13:17,3.52,28.932,3.128,1.002,,,,,,
08/12/2017,13:27,3.52,28.923,3.233,1.002,,,,,,
08/12/2017,13:37,3.52,28.915,3.037,1.002,,,,,,
08/12/2017,13:47,3.52,28.923,3.047,1.003,,,,,,
08/12/2017,13:57,3.52,28.898,2.885,1.002,,,,,,
08/12/2017,14:07,3.52,28.881,2.789,1.001,,,,,,
08/12/2017,14:17,3.52,28.872,3.039,1.002,,,,,,
08/12/2017,14:27,3.52,28.863,2.847,1.001,,,,,,
08/12/2017,14:37,3.52,28.881,2.792,1.001,,,,,,
08/12/2017,14:47,3.52,28.872,2.756,1,,,,,,
08/12/2017,14:57,3.52,28.863,2.677,1.001,,,,,,
08/12/2017,15:07,3.52,28.872,3.158,1.002,,,,,,
08/12/2017,15:17,3.52,28.829,3.246,1.001,,,,,,
08/12/2017,15:27,3.52,28.821,3.149,1,,,,,,
08/12/2017,15:37,3.52,28.829,3.281,1.001,,,,,,
08/12/2017,15:47,3.52,28.846,3.12,1.001,,,,,,
08/12/2017,15:57,3.52,28.821,3.131,1,,,,,,
08/12/2017,16:07,3.52,28.821,2.99,1.002,,,,,,
08/12/2017,16:17,3.52,28.812,3.128,1.002,,,,,,
08/12/2017,16:27,3.52,28.812,2.981,1.001,,,,,,
08/12/2017,16:37,3.52,28.786,2.803,1,,,,,,
08/12/2017,16:47,3.52,28.786,2.859,1.001,,,,,,
08/12/2017,16:57,3.51,28.795,3.232,1.001,,,,,,
08/12/2017,17:07,3.52,28.795,3.043,1.001,,,,,,
08/12/2017,17:17,3.52,28.795,2.906,1.001,,,,,,
08/12/2017,17:27,3.52,28.803,2.761,1.001,,,,,,
08/12/2017,17:37,3.52,28.786,3.123,1.001,,,,,,
08/12/2017,17:47,3.52,28.829,3.007,1.001,,,,,,
08/12/2017,17:57,3.52,28.863,2.937,1.002,,,,,,
08/12/2017,18:07,3.52,28.881,2.735,1.001,,,,,,
08/12/2017,18:17,3.52,28.898,2.776,1.001,,,,,,
08/12/2017,18:27,3.52,28.898,2.785,1.001,,,,,,
08/12/2017,18:37,3.52,28.881,2.784,1.001,,,,,,
08/12/2017,18:47,3.52,28.881,2.887,1.002,,,,,,
08/12/2017,18:57,3.52,28.855,2.807,1.001,,,,,,
08/12/2017,19:07,3.52,28.846,2.701,1.001,,,,,,
08/12/2017,19:17,3.52,28.829,2.811,1.001,,,,,,
08/12/2017,19:27,3.52,28.829,2.694,1.001,,,,,,
08/12/2017,19:37,3.52,28.812,2.582,1.001,,,,,,
08/12/2017,19:47,3.52,28.821,2.568,1.001,,,,,,
08/12/2017,19:57,3.52,28.803,2.413,1,,,,,,
08/12/2017,20:07,3.52,28.838,2.461,1.001,,,,,,
08/12/2017,20:17,3.52,28.821,2.458,1.001,,,,,,
08/12/2017,20:27,3.52,28.821,2.437,1.001,,,,,,
08/12/2017,20:37,3.52,28.846,2.435,1.001,,,,,,
08/12/2017,20:47,3.52,28.829,2.386,1.001,,,,,,
08/12/2017,20:57,3.52,28.821,2.28,1.001,,,,,,
08/12/2017,21:07,3.52,28.829,2.437,1.001,,,,,,
08/12/2017,21:17,3.52,28.812,2.368,1.001,,,,,,
08/12/2017,21:27,3.52,28.803,2.31,1.002,,,,,,
08/12/2017,21:37,3.52,28.795,2.264,1,,,,,,
08/12/2017,21:47,3.52,28.803,2.431,1,,,,,,
08/12/2017,21:57,3.52,28.761,2.672,1.002,,,,,,
08/12/2017,22:07,3.52,28.743,2.894,1.001,,,,,,
08/12/2017,22:17,3.52,28.735,2.913,1.001,,,,,,
08/12/2017,22:27,3.52,28.718,2.791,1.001,,,,,,
08/12/2017,22:37,3.52,28.683,2.989,1,,,,,,
08/12/2017,22:47,3.52,28.718,2.942,1.001,,,,,,
08/12/2017,22:57,3.52,28.683,3.045,1.001,,,,,,
08/12/2017,23:07,3.52,28.701,2.784,1.001,,,,,,
08/12/2017,23:17,3.52,28.658,2.576,1,,,,,,
08/12/2017,23:27,3.52,28.675,2.643,1.001,,,,,,
08/12/2017,23:37,3.52,28.649,2.825,1.001,,,,,,
08/12/2017,23:47,3.52,28.632,2.718,0.999,,,,,,
08/12/2017,23:57,3.52,28.632,2.81,1,,,,,,
09/12/2017,0:07,3.52,28.632,2.787,1.002,,,,,,
09/12/2017,0:17,3.52,28.632,2.8,1,,,,,,
09/12/2017,0:27,3.52,28.632,2.951,1.001,,,,,,
09/12/2017,0:37,3.52,28.598,3.093,1.001,,,,,,
09/12/2017,0:47,3.52,28.598,3.008,1.001,,,,,,
09/12/2017,0:57,3.52,28.606,3.129,1.001,,,,,,
09/12/2017,1:07,3.52,28.615,3.298,1.001,,,,,,
09/12/2017,1:17,3.52,28.615,3.295,1.002,,,,,,
09/12/2017,1:27,3.52,28.623,3.174,1.001,,,,,,
09/12/2017,1:37,3.52,28.623,3.275,1.002,,,,,,
09/12/2017,1:47,3.52,28.632,3.153,1,,,,,,
09/12/2017,1:57,3.52,28.641,3.138,1.001,,,,,,
09/12/2017,2:07,3.52,28.675,3.19,1.001,,,,,,
09/12/2017,2:17,3.52,28.675,3.185,1,,,,,,
09/12/2017,2:27,3.52,28.701,3.146,1.001,,,,,,
09/12/2017,2:37,3.52,28.718,3.245,1.001,,,,,,
09/12/2017,2:47,3.52,28.726,3.35,1.002,,,,,,
09/12/2017,2:57,3.52,28.743,3.38,1.001,,,,,,
09/12/2017,3:07,3.52,28.743,3.334,1,,,,,,
09/12/2017,3:17,3.52,28.769,3.452,1,,,,,,
09/12/2017,3:27,3.52,28.786,3.471,1,,,,,,
09/12/2017,3:37,3.52,28.803,3.507,1,,,,,,
09/12/2017,3:47,3.52,28.821,3.644,1.001,,,,,,
09/12/2017,3:57,3.52,28.846,3.446,1.001,,,,,,
09/12/2017,4:07,3.52,28.906,3.413,1,,,,,,
09/12/2017,4:17,3.52,28.906,3.425,1.001,,,,,,
09/12/2017,4:27,3.52,28.915,3.325,1.001,,,,,,
09/12/2017,4:37,3.52,28.932,3.417,1,,,,,,
09/12/2017,4:47,3.52,28.915,3.384,1,,,,,,
09/12/2017,4:57,3.52,28.915,3.385,0.999,,,,,,
09/12/2017,5:07,3.52,29.069,3.371,1.001,,,,,,
09/12/2017,5:17,3.52,28.932,3.275,1.001,,,,,,
09/12/2017,5:27,3.52,29.379,3.631,1.001,,,,,,
09/12/2017,5:37,3.52,29.241,3.513,1.001,,,,,,
09/12/2017,5:47,3.52,29.525,3.68,1,,,,,,
09/12/2017,5:57,3.52,29.723,3.704,1,,,,,,
09/12/2017,6:07,3.52,30.043,3.841,1,,,,,,
09/12/2017,6:17,3.52,30.198,3.831,1.001,,,,,,
09/12/2017,6:27,3.52,29.844,3.461,0.999,,,,,,
09/12/2017,6:37,3.52,30.034,3.488,1,,,,,,
09/12/2017,6:47,3.52,30.017,3.381,1.001,,,,,,
09/12/2017,6:57,3.52,30.094,3.475,1,,,,,,
09/12/2017,7:07,3.52,29.784,3.423,1,,,,,,
09/12/2017,7:17,3.52,30.025,3.453,1,,,,,,
09/12/2017,7:27,3.52,30.06,3.522,0.999,,,,,,
09/12/2017,7:37,3.52,29.87,3.37,1,,,,,,
09/12/2017,7:47,3.52,29.732,3.441,0.999,,,,,,
09/12/2017,7:57,3.52,29.525,3.224,1,,,,,,
09/12/2017,8:07,3.52,29.379,3.221,1,,,,,,
09/12/2017,8:17,3.52,29.293,3.233,1.001,,,,,,
09/12/2017,8:27,3.52,29.284,3.244,1,,,,,,
09/12/2017,8:37,3.52,29.267,3.238,1.001,,,,,,
09/12/2017,8:47,3.52,29.387,3.164,1.002,,,,,,
09/12/2017,8:57,3.52,29.379,3.073,1.001,,,,,,
09/12/2017,9:07,3.52,29.542,3.38,1.001,,,,,,
09/12/2017,9:17,3.52,29.525,3.274,1,,,,,,
09/12/2017,9:27,3.52,29.663,3.416,1,,,,,,
09/12/2017,9:37,3.52,29.749,3.311,1.001,,,,,,
09/12/2017,9:47,3.52,29.749,3.412,1,,,,,,
09/12/2017,9:57,3.52,29.594,3.403,1.001,,,,,,
09/12/2017,10:07,3.52,29.585,3.29,1.001,,,,,,
09/12/2017,10:17,3.52,29.603,3.224,1.002,,,,,,
09/12/2017,10:27,3.52,29.559,3.519,1,,,,,,
09/12/2017,10:37,3.52,29.534,3.41,1,,,,,,
09/12/2017,10:47,3.52,29.594,3.417,0.999,,,,,,
09/12/2017,10:57,3.52,29.577,3.578,1.001,,,,,,
09/12/2017,11:07,3.52,29.62,3.584,1.001,,,,,,
09/12/2017,11:17,3.52,29.611,3.643,1,,,,,,
09/12/2017,11:27,3.52,29.594,3.614,1,,,,,,
09/12/2017,11:37,3.52,29.568,3.669,1,,,,,,
09/12/2017,11:47,3.52,29.559,3.584,1.001,,,,,,
09/12/2017,11:57,3.52,29.508,3.633,1,,,,,,
09/12/2017,12:07,3.52,29.499,3.519,1,,,,,,
09/12/2017,12:17,3.52,29.465,3.57,1.001,,,,,,
09/12/2017,12:27,3.52,29.439,3.815,0.999,,,,,,
09/12/2017,12:37,3.52,29.405,3.691,0.999,,,,,,
09/12/2017,12:47,3.52,29.396,3.659,1,,,,,,
09/12/2017,12:57,3.52,29.379,3.664,1.001,,,,,,
09/12/2017,13:07,3.52,29.336,3.502,1,,,,,,
09/12/2017,13:17,3.52,29.336,3.461,1.001,,,,,,
09/12/2017,13:27,3.52,29.31,3.381,1.001,,,,,,
09/12/2017,13:37,3.52,29.301,3.456,1.001,,,,,,
09/12/2017,13:47,3.52,29.301,3.241,1.001,,,,,,
09/12/2017,13:57,3.52,29.31,3.439,1,,,,,,
09/12/2017,14:07,3.52,29.276,3.371,1.001,,,,,,
09/12/2017,14:17,3.52,29.284,3.352,1.001,,,,,,
09/12/2017,14:27,3.52,29.284,3.193,1.002,,,,,,
09/12/2017,14:37,3.52,29.267,3.287,1.001,,,,,,
09/12/2017,14:47,3.52,29.241,3.261,1,,,,,,
09/12/2017,14:57,3.52,29.25,3.329,1.001,,,,,,
09/12/2017,15:07,3.52,29.241,3.257,1.001,,,,,,
09/12/2017,15:17,3.52,29.241,3.228,1.001,,,,,,
09/12/2017,15:27,3.52,29.233,3.169,1,,,,,,
09/12/2017,15:37,3.52,29.198,3.127,1.001,,,,,,
09/12/2017,15:47,3.52,29.224,3.104,1.001,,,,,,
09/12/2017,15:57,3.52,29.207,3.082,1.001,,,,,,
09/12/2017,16:07,3.52,29.198,3.03,1,,,,,,
09/12/2017,16:17,3.52,29.215,3.022,1,,,,,,
09/12/2017,16:27,3.52,29.215,3.236,1.001,,,,,,
09/12/2017,16:37,3.52,29.181,3.18,1.001,,,,,,
09/12/2017,16:47,3.52,29.19,3.19,1,,,,,,
09/12/2017,16:57,3.52,29.19,3.16,1.001,,,,,,
09/12/2017,17:07,3.52,29.155,3.196,1.002,,,,,,
09/12/2017,17:17,3.52,29.138,3.198,1.001,,,,,,
09/12/2017,17:27,3.52,29.138,3.133,1.001,,,,,,
09/12/2017,17:37,3.52,29.129,3.313,1.002,,,,,,
09/12/2017,17:47,3.52,29.095,3.417,1,,,,,,
09/12/2017,17:57,3.52,29.087,3.278,1.001,,,,,,
09/12/2017,18:07,3.52,29.129,3.242,1,,,,,,
09/12/2017,18:17,3.52,29.112,3.222,1.001,,,,,,
09/12/2017,18:27,3.52,29.095,3.157,1.001,,,,,,
09/12/2017,18:37,3.52,29.069,3.26,1,,,,,,
09/12/2017,18:47,3.52,29.104,3.182,1.001,,,,,,
09/12/2017,18:57,3.52,29.069,3.104,1,,,,,,
09/12/2017,19:07,3.52,29.129,2.981,1.001,,,,,,
09/12/2017,19:17,3.52,29.138,2.832,1.001,,,,,,
09/12/2017,19:27,3.52,29.147,2.82,1.001,,,,,,
09/12/2017,19:37,3.52,29.138,2.827,1.002,,,,,,
09/12/2017,19:47,3.52,29.112,2.91,1.001,,,,,,
09/12/2017,19:57,3.52,29.069,2.994,1,,,,,,
09/12/2017,20:07,3.52,29.026,3.169,1.001,,,,,,
09/12/2017,20:17,3.52,29.018,3.341,0.999,,,,,,
09/12/2017,20:27,3.52,29.018,3.318,1.002,,,,,,
09/12/2017,20:37,3.52,28.966,3.377,1.001,,,,,,
09/12/2017,20:47,3.52,28.984,3.455,1,,,,,,
09/12/2017,20:57,3.52,28.966,3.244,1.001,,,,,,
09/12/2017,21:07,3.52,28.958,3.476,1.001,,,,,,
09/12/2017,21:17,3.52,28.958,3.502,1.001,,,,,,
09/12/2017,21:27,3.52,28.958,3.519,1.001,,,,,,
09/12/2017,21:37,3.52,28.932,3.593,0.999,,,,,,
09/12/2017,21:47,3.52,28.932,3.581,1.001,,,,,,
09/12/2017,21:57,3.52,28.949,3.585,1.001,,,,,,
09/12/2017,22:07,3.52,28.923,3.649,0.999,,,,,,
09/12/2017,22:17,3.52,28.898,3.612,1.001,,,,,,
09/12/2017,22:27,3.52,28.898,3.586,1,,,,,,
09/12/2017,22:37,3.52,28.898,3.656,1,,,,,,
09/12/2017,22:47,3.52,28.872,3.684,1,,,,,,
09/12/2017,22:57,3.52,28.863,3.619,1,,,,,,
09/12/2017,23:07,3.52,28.872,3.709,1.001,,,,,,
09/12/2017,23:17,3.52,28.881,3.662,1,,,,,,
09/12/2017,23:27,3.52,28.863,3.565,1,,,,,,
09/12/2017,23:37,3.52,28.872,3.539,1.001,,,,,,
09/12/2017,23:47,3.52,28.838,3.687,1,,,,,,
09/12/2017,23:57,3.52,28.838,3.607,0.999,,,,,,
10/12/2017,0:07,3.52,28.838,3.577,1.001,,,,,,
10/12/2017,0:17,3.52,28.821,3.541,1,,,,,,
10/12/2017,0:27,3.52,28.829,3.546,1,,,,,,
10/12/2017,0:37,3.52,28.812,3.564,1,,,,,,
10/12/2017,0:47,3.52,28.829,3.432,1,,,,,,
10/12/2017,0:57,3.52,28.812,3.457,1,,,,,,
10/12/2017,1:07,3.52,28.821,3.685,1,,,,,,
10/12/2017,1:17,3.52,28.786,3.607,1,,,,,,
10/12/2017,1:27,3.52,28.821,3.618,0.999,,,,,,
10/12/2017,1:37,3.52,28.786,3.519,1,,,,,,
10/12/2017,1:47,3.52,28.821,3.585,1,,,,,,
10/12/2017,1:57,3.52,28.838,3.564,1.001,,,,,,
10/12/2017,2:07,3.52,28.821,3.444,1.001,,,,,,
10/12/2017,2:17,3.52,28.838,3.504,1,,,,,,
10/12/2017,2:27,3.52,28.838,3.547,1,,,,,,
10/12/2017,2:37,3.52,28.881,3.875,1,,,,,,
10/12/2017,2:47,3.52,28.898,3.84,1,,,,,,
10/12/2017,2:57,3.52,28.898,3.735,1,,,,,,
10/12/2017,3:07,3.52,28.923,3.782,1,,,,,,
10/12/2017,3:17,3.52,28.923,3.834,1,,,,,,
10/12/2017,3:27,3.52,28.949,3.819,0.999,,,,,,
10/12/2017,3:37,3.52,28.941,3.919,1,,,,,,
10/12/2017,3:47,3.52,28.984,3.836,0.999,,,,,,
10/12/2017,3:57,3.52,28.984,3.763,1,,,,,,
10/12/2017,4:07,3.52,28.975,3.699,0.999,,,,,,
10/12/2017,4:17,3.52,29.018,3.732,1,,,,,,
10/12/2017,4:27,3.52,29.018,3.772,0.999,,,,,,
10/12/2017,4:37,3.52,29.044,3.73,1,,,,,,
10/12/2017,4:47,3.52,29.095,3.845,1,,,,,,
10/12/2017,4:57,3.52,29.104,3.453,1.001,,,,,,
10/12/2017,5:07,3.52,29.104,3.678,1,,,,,,
10/12/2017,5:17,3.52,29.258,3.744,0.999,,,,,,
10/12/2017,5:27,3.52,29.353,3.787,1,,,,,,
10/12/2017,5:37,3.52,29.215,3.849,0.998,,,,,,
10/12/2017,5:47,3.52,29.62,4.07,1,,,,,,
10/12/2017,5:57,3.52,29.697,3.974,0.999,,,,,,
10/12/2017,6:07,3.52,29.671,4.056,0.999,,,,,,
10/12/2017,6:17,3.52,29.809,3.968,1,,,,,,
10/12/2017,6:27,3.52,30.259,4.302,1,,,,,,
10/12/2017,6:37,3.52,29.637,3.904,0.998,,,,,,
10/12/2017,6:47,3.52,29.749,3.841,0.999,,,,,,
10/12/2017,6:57,3.52,30.146,4.361,0.999,,,,,,
